NUM;FECHA_CORTE;PERIODO;EMPRESA;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO_DISTRITO;TECNOLOGÍA;SEGMENTO;RANGO_VELOC_BAJADA;VELOC_INFERIOR_KBPS;VELOC_SUPERIOR_EXCLUYENTE_KBPS;CANT_CONEXIONES
86879;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;CONCEPCION;NUEVE DE JULIO;120212;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
86880;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;CONCEPCION;SANTA ROSA DE OCOPA;120215;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;4
86881;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;1
86882;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;6
86883;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;2
86884;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;7
86885;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;14
86886;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;11
86887;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Comercial;BW >= 200 Mbps;204800;N.A.;18
86888;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;9
86889;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;28
86890;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;3
86891;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;15
86892;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;277
86893;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;398
86894;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Cablemódem;Residencial;BW >= 200 Mbps;204800;N.A.;470
86895;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;1
86896;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;3
86897;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;4
86898;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;42
86899;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;115
86900;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;78
86901;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;1
86902;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
86903;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;12
86904;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHILCA;120107;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;109
86905;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHONGOS ALTO;120108;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;3
86906;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CHUPURO;120111;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;4
86907;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;CULLHUAS;120113;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
86908;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;4
86909;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;6
86910;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;2
86911;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;9
86912;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;10
86913;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;18
86914;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Comercial;BW >= 200 Mbps;204800;N.A.;36
86915;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
86916;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;12
86917;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;32
86918;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;16
86919;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;32
86920;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;414
86921;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;552
86922;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Cablemódem;Residencial;BW >= 200 Mbps;204800;N.A.;739
86923;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;55
86924;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;80
86925;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;64
86926;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;6
86927;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
86928;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;31
86929;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1228
86930;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;2477
86931;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;1724
86932;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;2
86933;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
86934;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;11
86935;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;2
86936;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;14
86937;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;EL TAMBO;120114;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;211
86938;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUALHUAS;120117;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
86939;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUALHUAS;120117;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;11
86940;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAN;120119;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
86941;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAN;120119;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;6
86942;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAN;120119;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;63
86943;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;2048 <=  BW < 4096 kbps;2048;4096;1
86944;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;4
86945;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;12
86946;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;6
86947;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;15
86948;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;38
86949;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;47
86950;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Comercial;BW >= 200 Mbps;204800;N.A.;61
86951;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;2048 <=  BW < 4096 kbps;2048;4096;2
86952;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;19
86953;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;52
86954;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;22
86955;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;71
86956;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;808
86957;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1365
86958;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Cablemódem;Residencial;BW >= 200 Mbps;204800;N.A.;1569
86959;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;7
86960;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;14
86961;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;9
86962;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
86963;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;4
86964;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;235
86965;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;519
86966;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;531
86967;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;5
86968;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;13
86969;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;23
86970;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;1
86971;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;37
86972;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUANCAYO;120101;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;243
86973;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;HUAYUCACHI;120121;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;21
86974;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;4
86975;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;13
86976;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;6
86977;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;149
86978;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;252
86979;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;134
86980;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;3
86981;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PILCOMAYO;120125;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;21
86982;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PUCARA;60808;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;4
86983;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;PUCARA;60808;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;4
86984;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;QUILCAS;120128;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;2
86985;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAN AGUSTIN;120129;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
86986;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAN AGUSTIN;120129;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;5
86987;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAN AGUSTIN;120129;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;52
86988;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;120130;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
86989;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;120130;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;42
86990;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAÑO;120132;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
86991;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAÑO;120132;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;6
86992;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAPALLANGA;120133;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;2
86993;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAPALLANGA;120133;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;2
86994;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAPALLANGA;120133;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;7
86995;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SAPALLANGA;120133;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;13
86996;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SICAYA;120134;Otras Tecnologías;Comercial;2048 <=  BW < 4096 kbps;2048;4096;2
86997;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SICAYA;120134;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
86998;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;HUANCAYO;SICAYA;120134;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;19
86999;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;ACOLLA;120402;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
87000;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;ACOLLA;120402;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
87001;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;APATA;120403;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
87002;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;APATA;120403;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
87003;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;HUAMALI;120408;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
87004;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;4
87005;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;10
87006;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;9
87007;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;168
87008;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;338
87009;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;242
87010;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;2
87011;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
87012;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;1
87013;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;23
87014;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;JAUJA;120401;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;64
87015;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;PACA;120422;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
87016;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;PANCAN;120424;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
87017;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;SAUSA;120430;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;1
87018;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;YAUYOS;120434;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;10
87019;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;YAUYOS;120434;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;1
87020;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;YAUYOS;120434;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
87021;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JAUJA;YAUYOS;120434;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;11
87022;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JUNIN;JUNIN;120501;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;10
87023;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JUNIN;JUNIN;120501;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;2
87024;20240617;202403;AMERICA MOVIL PERU S.A.C.;JUNIN;JUNIN;JUNIN;120501;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;25
